,hgnc.symbol,bin.id
RPL26P15,RPL26P15,1905
RPL36AP14,RPL36AP14,1907
EPAS1,EPAS1,1907
LINC01820,LINC01820,1908
LINC02583,LINC02583,1908
RN7SL817P,RN7SL817P,1908
TMEM247,TMEM247,1908
ATP6V1E2,ATP6V1E2,1908
RHOQ,RHOQ,1909
RHOQ-AS1,RHOQ-AS1,1909
PIGF,PIGF,1909
CRIPT,CRIPT,1909
LINC01118,LINC01118,1910
SOCS5,SOCS5,1910
LINC01119,LINC01119,1911
MCFD2,MCFD2,1911
TTC7A,TTC7A,1911
STPG4,STPG4,1912
CALM2,CALM2,1913
EPCAM-DT,EPCAM-DT,1913
BCYRN1,BCYRN1,1915
EPCAM,EPCAM,1915
RN7SKP119,RN7SKP119,1915
MIR559,MIR559,1915
MSH2,MSH2,1915
KCNK12,KCNK12,1916
MSH2-OT1,MSH2-OT1,1916
MSH6,MSH6,1917
NME2P2,NME2P2,1917
FBXO11,FBXO11,1918
RPL36AP15,RPL36AP15,1918
RPS27AP7,RPS27AP7,1919
PPIAP62,PPIAP62,1919
VN1R18P,VN1R18P,1919
RN7SKP224,RN7SKP224,1921
FOXN2,FOXN2,1922
RNU4-49P,RNU4-49P,1922
PPP1R21-DT,PPP1R21-DT,1923
PPP1R21,PPP1R21,1923
RNU6-282P,RNU6-282P,1923
STON1,STON1,1923
STON1-GTF2A1L,STON1-GTF2A1L,1923
GTF2A1L,GTF2A1L,1924
TPT1P11,TPT1P11,1924
LHCGR,LHCGR,1924
ELOBP3,ELOBP3,1925
CTBP2P5,CTBP2P5,1926
FSHR,FSHR,1926
MIR548BA,MIR548BA,1927
RNU6-439P,RNU6-439P,1928
RPL7P13,RPL7P13,1933
NRXN1,NRXN1,1933
MTCO1P42,MTCO1P42,1938
MIR8485,MIR8485,1939
KNOP1P3,KNOP1P3,1945
CRYGGP,CRYGGP,1947
CCDC12P1,CCDC12P1,1948
ZNF863P,ZNF863P,1949
LINC01867,LINC01867,1951
GGCTP3,GGCTP3,1952
CRTC1P1,CRTC1P1,1952
FTH1P6,FTH1P6,1953
MIR4431,MIR4431,1953
ASB3,ASB3,1959
RNU6-997P,RNU6-997P,1960
CHAC2,CHAC2,1961
ERLEC1,ERLEC1,1961
MIR3682,MIR3682,1962
GPR75,GPR75,1962
PSME4,PSME4,1962
ACYP2,ACYP2,1963
RPL21P30,RPL21P30,1963
HMGB1P31,HMGB1P31,1963
RNU7-172P,RNU7-172P,1964
TSPYL6,TSPYL6,1965
C2orf73,C2orf73,1965
SPTBN1,SPTBN1,1966
SPTBN1-AS1,SPTBN1-AS1,1967
RPL23AP32,RPL23AP32,1967
SPTBN1-AS2,SPTBN1-AS2,1968
EML6,EML6,1968
EML6-AS1,EML6-AS1,1968
RNU7-81P,RNU7-81P,1969
RTN4,RTN4,1970
RNU6-433P,RNU6-433P,1970
CLHC1,CLHC1,1971
CDPF1P1,CDPF1P1,1972
RPS27A,RPS27A,1972
MTIF2,MTIF2,1972
PRORSD1P,PRORSD1P,1972
CCDC88A,CCDC88A,1972
BTF3P5,BTF3P5,1973
RNU6-775P,RNU6-775P,1973
RNU6-221P,RNU6-221P,1973
RNU6-634P,RNU6-634P,1974
CFAP36,CFAP36,1974
PPP4R3B,PPP4R3B,1974
PPP4R3B-DT,PPP4R3B-DT,1975
PNPT1,PNPT1,1975
EFEMP1,EFEMP1,1976
RN7SKP208,RN7SKP208,1977
MIR217HG,MIR217HG,1977
MIR217,MIR217,1977
MIR216A,MIR216A,1977
MIR216B,MIR216B,1977
LINC01813,LINC01813,1978
CCDC85A,CCDC85A,1979
RNA5SP93,RNA5SP93,1979
PPIAP63,PPIAP63,1983
EIF2S2P7,EIF2S2P7,1985
ACTG1P22,ACTG1P22,1990
VRK2,VRK2,1991
FANCL,FANCL,1993
EIF3FP3,EIF3FP3,1993
LINC01795,LINC01795,1994
LINC01122,LINC01122,1995
LINC01793,LINC01793,2000
RNU6-508P,RNU6-508P,2003
RNA5SP94,RNA5SP94,2004
RNU1-32P,RNU1-32P,2009
MIR4432,MIR4432,2009
BCL11A,BCL11A,2009
RN7SL361P,RN7SL361P,2011
IFITM3P9,IFITM3P9,2011
RPL26P13,RPL26P13,2011
RNU6-612P,RNU6-612P,2011
ATP1B3P1,ATP1B3P1,2011
PAPOLG,PAPOLG,2011
REL-DT,REL-DT,2012
RN7SL632P,RN7SL632P,2012
RPL21P33,RPL21P33,2012
REL,REL,2012
RNU4-51P,RNU4-51P,2013
NONOP2,NONOP2,2013
RPS12P3,RPS12P3,2013
PUS10,PUS10,2013
RNA5SP95,RNA5SP95,2013
PEX13,PEX13,2013
SANBR,SANBR,2014
C2orf74-DT,C2orf74-DT,2014
C2orf74,C2orf74,2014
AHSA2P,AHSA2P,2014
USP34,USP34,2015
SNORA70B,SNORA70B,2016
USP34-DT,USP34-DT,2017
XPO1,XPO1,2017
RPS29P10,RPS29P10,2017
RNU6-1145P,RNU6-1145P,2018
RPS24P7,RPS24P7,2019
FAM161A,FAM161A,2019
RPL31P30,RPL31P30,2019
CCT4,CCT4,2020
COMMD1,COMMD1,2020
RPSAP26,RPSAP26,2022
B3GNT2,B3GNT2,2022
MIR5192,MIR5192,2022
RN7SL51P,RN7SL51P,2022
RN7SL18P,RN7SL18P,2024
TMEM17,TMEM17,2024
RPL37P13,RPL37P13,2024
RPL21P37,RPL21P37,2024
PSAT1P2,PSAT1P2,2024
RSL24D1P2,RSL24D1P2,2025
EHBP1,EHBP1,2025
RPS20P9,RPS20P9,2027
EHBP1-AS1,EHBP1-AS1,2027
OTX1,OTX1,2028
RPL27P5,RPL27P5,2028
DBIL5P2,DBIL5P2,2029
WDPCP,WDPCP,2029
MTFR2P1,MTFR2P1,2029
MDH1,MDH1,2032
PRELID1P6,PRELID1P6,2032
RPS4XP5,RPS4XP5,2032
RPL27P6,RPL27P6,2033
CSP1,CSP1,2033
HNRNPA1P66,HNRNPA1P66,2033
UGP2,UGP2,2034
VPS54,VPS54,2034
PELI1,PELI1,2036
LINC00309,LINC00309,2036
MIR4433B,MIR4433B,2037
MIR4433A,MIR4433A,2037
RPL23AP37,RPL23AP37,2037
LGALSL-DT,LGALSL-DT,2038
LGALSL,LGALSL,2038
LINC01805,LINC01805,2038
AFTPH-DT,AFTPH-DT,2039
AFTPH,AFTPH,2039
MIR4434,MIR4434,2039
RNU6-100P,RNU6-100P,2039
LINC02579,LINC02579,2039
SERTAD2,SERTAD2,2039
RPS10P9,RPS10P9,2040
RN7SL341P,RN7SL341P,2041
LINC01800,LINC01800,2041
LINC02245,LINC02245,2041
RN7SL211P,RN7SL211P,2041
RPL11P1,RPL11P1,2042
SLC1A4,SLC1A4,2042
RNU6-548P,RNU6-548P,2042
LINC02576,LINC02576,2042
CEP68,CEP68,2042
RAB1A,RAB1A,2043
VDAC2P5,VDAC2P5,2044
ACTR2,ACTR2,2044
SPRED2,SPRED2,2044
LINC02934,LINC02934,2045
DNAJB12P1,DNAJB12P1,2046
RPS15AP15,RPS15AP15,2046
RN7SL635P,RN7SL635P,2046
VTRNA2-2P,VTRNA2-2P,2046
LINC03050,LINC03050,2046
KRT18P33,KRT18P33,2047
MIR4778,MIR4778,2052
LINC01873,LINC01873,2052
MEIS1-AS3,MEIS1-AS3,2052
MEIS1,MEIS1,2052
MEIS1-AS2,MEIS1-AS2,2052
LINC01798,LINC01798,2053
LINC01797,LINC01797,2054
DNMT3AP1,DNMT3AP1,2055
LINC01799,LINC01799,2056
LINC01628,LINC01628,2056
LINC01828,LINC01828,2057
LINC01829,LINC01829,2057
ETAA1,ETAA1,2059
LINC02831,LINC02831,2060
LINC01812,LINC01812,2062
FBXL12P1,FBXL12P1,2064
C1D,C1D,2064
DNAAF10,DNAAF10,2064
PPIAP64,PPIAP64,2064
PNO1,PNO1,2065
PPP3R1,PPP3R1,2065
CNRIP1,CNRIP1,2066
PLEK,PLEK,2066
WDR4P2,WDR4P2,2067
FBXO48,FBXO48,2067
APLF,APLF,2067
PROKR1,PROKR1,2068
ARHGAP25,ARHGAP25,2068
LINC01890,LINC01890,2070
LINC01888,LINC01888,2070
BMP10,BMP10,2070
GKN3P,GKN3P,2070
GKN2,GKN2,2070
GKN1,GKN1,2071
ANTXR1,ANTXR1,2071
MIR3126,MIR3126,2072
RNA5SP96,RNA5SP96,2072
RNU6-1216P,RNU6-1216P,2072
GFPT1,GFPT1,2073
NFU1,NFU1,2074
AAK1,AAK1,2074
RN7SL604P,RN7SL604P,2075
SNORA36C,SNORA36C,2075
RPL36AP16,RPL36AP16,2075
B3GALNT1P1,B3GALNT1P1,2075
ANXA4,ANXA4,2076
SMANTIS,SMANTIS,2077
GMCL1,GMCL1,2077
RPL23AP92,RPL23AP92,2077
SNRNP27,SNRNP27,2077
MXD1,MXD1,2077
ASPRV1,ASPRV1,2078
PCBP1-AS1,PCBP1-AS1,2078
RN7SL470P,RN7SL470P,2079
PCBP1,PCBP1,2079
MRPL36P1,MRPL36P1,2079
LINC01816,LINC01816,2079
C2orf42,C2orf42,2079
TIA1,TIA1,2080
MIR1285-2,MIR1285-2,2080
RPL39P15,RPL39P15,2080
PCYOX1,PCYOX1,2080
SNRPG,SNRPG,2080
FAM136A,FAM136A,2080
BRD7P6,BRD7P6,2081
TGFA,TGFA,2081
TGFA-IT1,TGFA-IT1,2082
ADD2,ADD2,2083
FIGLA,FIGLA,2084
HMGN2P21,HMGN2P21,2084
CLEC4F,CLEC4F,2084
MOB4P1,MOB4P1,2084
CD207,CD207,2084
LINC01143,LINC01143,2085
VAX2,VAX2,2085
ATP6V1B1,ATP6V1B1,2085
ATP6V1B1-AS1,ATP6V1B1-AS1,2085
ELOCP21,ELOCP21,2085
RN7SL160P,RN7SL160P,2085
TEX261,TEX261,2085
ANKRD53,ANKRD53,2085
OR7E91P,OR7E91P,2086
OR7E46P,OR7E46P,2086
OR7E62P,OR7E62P,2086
NAGK,NAGK,2086
MCEE,MCEE,2086
MPHOSPH10,MPHOSPH10,2086
PAIP2B,PAIP2B,2087
ZNF638,ZNF638,2087
RNU6-105P,RNU6-105P,2088
DYSF,DYSF,2089
RPS20P10,RPS20P10,2092
CYP26B1,CYP26B1,2093
EXOC6B,EXOC6B,2094
RPS15AP13,RPS15AP13,2095
RNU2-39P,RNU2-39P,2098
SPR,SPR,2099
EMX1,EMX1,2099
SFXN5,SFXN5,2099
RAB11FIP5,RAB11FIP5,2100
NOTO,NOTO,2101
SMYD5,SMYD5,2101
PRADC1,PRADC1,2101
CCT7,CCT7,2101
FBXO41,FBXO41,2102
EGR4,EGR4,2102
RNU6-111P,RNU6-111P,2102
RPSAP28,RPSAP28,2102
ALMS1,ALMS1,2102
ALMS1-IT1,ALMS1-IT1,2103
NAT8,NAT8,2104
ALMS1P1,ALMS1P1,2104
NAT8B,NAT8B,2105
TPRKB,TPRKB,2105
DUSP11,DUSP11,2105
C2orf78,C2orf78,2105
STAMBP,STAMBP,2105
ACTG2,ACTG2,2106
DGUOK,DGUOK,2106
DGUOK-AS1,DGUOK-AS1,2106
RNA5SP97,RNA5SP97,2106
TET3,TET3,2107
FNBP1P1,FNBP1P1,2108
BOLA3,BOLA3,2108
BOLA3-DT,BOLA3-DT,2108
MOB1A,MOB1A,2108
MTHFD2,MTHFD2,2108
SLC4A5,SLC4A5,2108
KRT18P26,KRT18P26,2109
RNU6-542P,RNU6-542P,2109
NECAP1P2,NECAP1P2,2109
TAF13P2,TAF13P2,2109
DCTN1,DCTN1,2109
DCTN1-AS1,DCTN1-AS1,2109
C2orf81,C2orf81,2110
HMGA1P8,HMGA1P8,2110
WDR54,WDR54,2110
RTKN,RTKN,2110
INO80B,INO80B,2110
INO80B-WBP1,INO80B-WBP1,2110
WBP1,WBP1,2110
MOGS,MOGS,2110
MRPL53,MRPL53,2110
CCDC142,CCDC142,2110
TTC31,TTC31,2110
LBX2,LBX2,2110
LBX2-AS1,LBX2-AS1,2110
PCGF1,PCGF1,2110
TLX2,TLX2,2110
DQX1,DQX1,2110
AUP1,AUP1,2110
HTRA2,HTRA2,2111
LOXL3,LOXL3,2111
DOK1,DOK1,2111
M1AP,M1AP,2111
TOR1BP1,TOR1BP1,2111
TVP23BP2,TVP23BP2,2111
SEMA4F,SEMA4F,2111
RPS28P5,RPS28P5,2112
HK2-DT,HK2-DT,2113
HK2,HK2,2113
LINC01291,LINC01291,2113
LINC01293,LINC01293,2113
POLE4,POLE4,2114
TACR1,TACR1,2114
MIR5000,MIR5000,2115
GAPDHP57,GAPDHP57,2117
EVA1A,EVA1A,2117
EVA1A-AS,EVA1A-AS,2118
MRPL19,MRPL19,2119
SUPT4H1P1,SUPT4H1P1,2119
GCFC2,GCFC2,2119
SUCLA2P2,SUCLA2P2,2122
PNPP1,PNPP1,2123
USP21P2,USP21P2,2123
RN7SKP203,RN7SKP203,2124
RN7SKP164,RN7SKP164,2125
LRRTM4,LRRTM4,2126
RNA5SP98,RNA5SP98,2127
LRRTM4-AS1,LRRTM4-AS1,2128
RPL38P2,RPL38P2,2134
LINC01851,LINC01851,2135
CYCSP6,CYCSP6,2138
RNU6-827P,RNU6-827P,2142
RNU6-812P,RNU6-812P,2142
REG3G,REG3G,2143
REG1B,REG1B,2143
REG1A,REG1A,2143
REG1CP,REG1CP,2143
REG3A,REG3A,2144
CTNNA2,CTNNA2,2144
CTNNA2-AS1,CTNNA2-AS1,2146
GNA13P1,GNA13P1,2147
RNU6-561P,RNU6-561P,2147
MIR4264,MIR4264,2147
MIR8080,MIR8080,2149
RBM7P1,RBM7P1,2151
LRRTM1,LRRTM1,2152
ANKRD11P1,ANKRD11P1,2158
CHMP4AP1,CHMP4AP1,2160
LINC01815,LINC01815,2160
RNA5SP99,RNA5SP99,2161
RN7SL201P,RN7SL201P,2164
LYARP1,LYARP1,2166
RNU6-685P,RNU6-685P,2166
RBX1P1,RBX1P1,2169
MTND4P25,MTND4P25,2170
MTND5P27,MTND5P27,2170
MTND6P7,MTND6P7,2170
MTCYBP7,MTCYBP7,2170
DHFRP3,DHFRP3,2170
LINC01809,LINC01809,2175
RPL37P10,RPL37P10,2176
RNU6-1312P,RNU6-1312P,2176
CRLF3P3,CRLF3P3,2179
ST6GALNAC2P1,ST6GALNAC2P1,2179
FUNDC2P2,FUNDC2P2,2181
SUCLG1,SUCLG1,2182
DNAH6,DNAH6,2182
DUXAP1,DUXAP1,2184
LDHAP7,LDHAP7,2184
TRABD2A,TRABD2A,2185
RPL12P18,RPL12P18,2185
TMSB10,TMSB10,2185
RPS2P17,RPS2P17,2185
KCMF1,KCMF1,2186
LINC01964,LINC01964,2186
LSM3P3,LSM3P3,2187
TCF7L1,TCF7L1,2187
TCF7L1-IT1,TCF7L1-IT1,2187
RNU6-674P,RNU6-674P,2187
SNRPEP11,SNRPEP11,2188
TGOLN2,TGOLN2,2188
PEBP1P2,PEBP1P2,2188
RETSAT,RETSAT,2188
ELMOD3,ELMOD3,2188
RN7SL113P,RN7SL113P,2188
CAPG,CAPG,2189
SH2D6,SH2D6,2189
RN7SL251P,RN7SL251P,2189
RPSAP22,RPSAP22,2189
PARTICL,PARTICL,2190
MAT2A,MAT2A,2190
GGCX,GGCX,2190
VAMP8,VAMP8,2190
RN7SL126P,RN7SL126P,2190
VAMP5,VAMP5,2190
RNF181,RNF181,2190
TMEM150A,TMEM150A,2190
USP39,USP39,2190
C2orf68,C2orf68,2190
SFTPB,SFTPB,2191
GNLY,GNLY,2191
GPR160P1,GPR160P1,2191
RNU1-38P,RNU1-38P,2191
ATOH8,ATOH8,2191
MIR6071,MIR6071,2191
RN7SKP83,RN7SKP83,2192
ST3GAL5,ST3GAL5,2192
ST3GAL5-AS1,ST3GAL5-AS1,2192
POLR1A,POLR1A,2193
PTCD3,PTCD3,2194
SNORD94,SNORD94,2194
IMMT,IMMT,2194
MIR4779,MIR4779,2194
MRPL35,MRPL35,2195
REEP1,REEP1,2195
KDM3A,KDM3A,2196
CHMP3,CHMP3,2197
RNF103-CHMP3,RNF103-CHMP3,2197
RNU6-640P,RNU6-640P,2197
CHMP3-AS1,CHMP3-AS1,2197
RNF103,RNF103,2197
RMND5A,RMND5A,2198
CD8A,CD8A,2199
CD8B,CD8B,2199
ANAPC1P1,ANAPC1P1,2199
RGPD1,RGPD1,2199
WBP1P1,WBP1P1,2199
NDUFB4P5,NDUFB4P5,2199
PLGLB1,PLGLB1,2199
ANAPC1P2,ANAPC1P2,2199
ANAPC1P3,ANAPC1P3,2199
MIR4771-1,MIR4771-1,2199
CENPNP1,CENPNP1,2199
LINC01955,LINC01955,2199
DBF4P3,DBF4P3,2199
IGKV3OR2-268,IGKV3OR2-268,2199
LINC01943,LINC01943,2199
CYTOR,CYTOR,2199
PAFAH1B1P1,PAFAH1B1P1,2199
MIR4435-1,MIR4435-1,2199
RPS14P5,RPS14P5,2199
ANAPC1P4,ANAPC1P4,2199
PLGLB2,PLGLB2,2199
RGPD2,RGPD2,2199
MTATP8P2,MTATP8P2,2199
NDUFB4P7,NDUFB4P7,2199
WBP1P2,WBP1P2,2199
ANAPC1P5,ANAPC1P5,2199
RNU2-63P,RNU2-63P,2199
KRCC1,KRCC1,2199
SMYD1,SMYD1,2200
MIR4780,MIR4780,2200
FABP1,FABP1,2200
THNSL2,THNSL2,2200
MRPL45P1,MRPL45P1,2202
RNU6-1168P,RNU6-1168P,2202
RNU6-1007P,RNU6-1007P,2202
RPL38P6,RPL38P6,2202
FOXI3,FOXI3,2202
TEX37,TEX37,2203
EIF2AK3,EIF2AK3,2203
EIF2AK3-DT,EIF2AK3-DT,2204
RPIA,RPIA,2204
ANKRD36BP2,ANKRD36BP2,2205
MALLP2,MALLP2,2205
MIR4436A,MIR4436A,2205
IGKC,IGKC,2205
IGKJ5,IGKJ5,2205
IGKJ4,IGKJ4,2205
IGKJ3,IGKJ3,2205
IGKJ2,IGKJ2,2205
IGKJ1,IGKJ1,2205
IGKV4-1,IGKV4-1,2205
IGKV5-2,IGKV5-2,2206
IGKV7-3,IGKV7-3,2206
PGBD4P5,PGBD4P5,2206
IGKV2-4,IGKV2-4,2206
IGKV1-5,IGKV1-5,2206
IGKV1-6,IGKV1-6,2206
IGKV3-7,IGKV3-7,2206
IGKV1-8,IGKV1-8,2206
IGKV1-9,IGKV1-9,2206
IGKV2-10,IGKV2-10,2206
IGKV3-11,IGKV3-11,2206
IGKV1-12,IGKV1-12,2206
IGKV1-13,IGKV1-13,2206
IGKV2-14,IGKV2-14,2206
IGKV3-15,IGKV3-15,2206
IGKV1-16,IGKV1-16,2206
IGKV1-17,IGKV1-17,2206
IGKV2-18,IGKV2-18,2206
IGKV2-19,IGKV2-19,2206
IGKV3-20,IGKV3-20,2206
IGKV6-21,IGKV6-21,2207
IGKV1-22,IGKV1-22,2207
IGKV2-23,IGKV2-23,2207
IGKV2-24,IGKV2-24,2207
IGKV3-25,IGKV3-25,2207
IGKV2-26,IGKV2-26,2207
IGKV1-27,IGKV1-27,2207
IGKV2-28,IGKV2-28,2207
IGKV2-29,IGKV2-29,2207
IGKV2-30,IGKV2-30,2207
IGKV3-31,IGKV3-31,2207
IGKV1-32,IGKV1-32,2207
IGKV1-33,IGKV1-33,2207
IGKV3-34,IGKV3-34,2207
IGKV1-35,IGKV1-35,2207
IGKV2-36,IGKV2-36,2207
IGKV1-37,IGKV1-37,2207
IGKV2-38,IGKV2-38,2207
IGKV1-39,IGKV1-39,2207
IGKV2-40,IGKV2-40,2207
KMT2CP4,KMT2CP4,2207
IGKV2D-40,IGKV2D-40,2207
IGKV1D-39,IGKV1D-39,2207
IGKV2D-38,IGKV2D-38,2207
IGKV1D-37,IGKV1D-37,2207
IGKV2D-36,IGKV2D-36,2207
IGKV1D-35,IGKV1D-35,2207
IGKV3D-34,IGKV3D-34,2207
IGKV1D-33,IGKV1D-33,2207
IGKV1D-32,IGKV1D-32,2207
IGKV3D-31,IGKV3D-31,2207
IGKV2D-30,IGKV2D-30,2207
IGKV2D-29,IGKV2D-29,2207
IGKV2D-28,IGKV2D-28,2207
IGKV1D-27,IGKV1D-27,2207
IGKV2D-26,IGKV2D-26,2207
IGKV3D-25,IGKV3D-25,2207
IGKV2D-24,IGKV2D-24,2207
IGKV2D-23,IGKV2D-23,2207
IGKV1D-22,IGKV1D-22,2207
IGKV6D-21,IGKV6D-21,2207
IGKV3D-20,IGKV3D-20,2207
IGKV2D-19,IGKV2D-19,2207
IGKV2D-18,IGKV2D-18,2207
IGKV6D-41,IGKV6D-41,2207
IGKV1D-17,IGKV1D-17,2207
IGKV1D-16,IGKV1D-16,2207
IGKV3D-15,IGKV3D-15,2207
IGKV2D-14,IGKV2D-14,2207
IGKV1D-13,IGKV1D-13,2207
IGKV1D-12,IGKV1D-12,2207
IGKV3D-11,IGKV3D-11,2207
IGKV2D-10,IGKV2D-10,2207
IGKV1D-42,IGKV1D-42,2207
IGKV1D-43,IGKV1D-43,2207
IGKV1D-8,IGKV1D-8,2207
IGKV3D-7,IGKV3D-7,2207
IGKV1OR2-118,IGKV1OR2-118,2208
LSP1P4,LSP1P4,2208
RNA5SP100,RNA5SP100,2208
DRD5P1,DRD5P1,2208
KMT2CP5,KMT2CP5,2208
NKAIN1P2,NKAIN1P2,2208
IGSF3P2,IGSF3P2,2208
KMT5AP2,KMT5AP2,2208
GGT8P,GGT8P,2208
IGKV1OR2-1,IGKV1OR2-1,2208
ABCD1P5,ABCD1P5,2208
PABPC1P6,PABPC1P6,2208
SLC9B1P2,SLC9B1P2,2208
ACTR3BP2,ACTR3BP2,2208
CHEK2P3,CHEK2P3,2208
IGKV1OR2-2,IGKV1OR2-2,2208
BMS1P23,BMS1P23,2208
AQP7B,AQP7B,2208
CNN2P11,CNN2P11,2208
GXYLT1P7,GXYLT1P7,2208
CNN2P8,CNN2P8,2208
FAM95A,FAM95A,2209
CYP4F32P,CYP4F32P,2209
SNX18P14,SNX18P14,2209
ANKRD20A8P,ANKRD20A8P,2209
RNU6-1320P,RNU6-1320P,2209
SOWAHCP5,SOWAHCP5,2209
TEKT4,TEKT4,2209
MTCO1P48,MTCO1P48,2209
MTCO3P45,MTCO3P45,2209
RPS24P6,RPS24P6,2209
RN7SL575P,RN7SL575P,2210
MAL,MAL,2210
MRPS5,MRPS5,2211
ZNF514,ZNF514,2211
ZNF2,ZNF2,2211
SLC2AXP1,SLC2AXP1,2211
PROM2,PROM2,2212
KCNIP3,KCNIP3,2212
FABP7P2,FABP7P2,2213
FAHD2A,FAHD2A,2213
UBTFL5,UBTFL5,2213
TRIM43B,TRIM43B,2213
TRIM64FP,TRIM64FP,2213
ANKRD33BP1,ANKRD33BP1,2213
OR7E102P,OR7E102P,2213
TRIM51JP,TRIM51JP,2214
TRIM43,TRIM43,2214
UBTFL3,UBTFL3,2214
GPAT2P1,GPAT2P1,2214
LINC00342,LINC00342,2214
ANKRD36C,ANKRD36C,2215
RN7SL210P,RN7SL210P,2215
FAHD2CP,FAHD2CP,2215
GPAT2,GPAT2,2215
ADRA2B,ADRA2B,2215
ASTL,ASTL,2215
DUSP2,DUSP2,2215
STARD7,STARD7,2216
STARD7-AS1,STARD7-AS1,2216
TMEM127,TMEM127,2216
CIAO1,CIAO1,2216
SNRNP200,SNRNP200,2216
ITPRIPL1,ITPRIPL1,2217
NCAPH,NCAPH,2217
NEURL3,NEURL3,2218
ARID5A,ARID5A,2218
KANSL3,KANSL3,2218
FER1L5,FER1L5,2219
LMAN2L,LMAN2L,2219
CNNM4,CNNM4,2220
MIR3127,MIR3127,2220
CNNM3-DT,CNNM3-DT,2220
CNNM3,CNNM3,2220
ANKRD23,ANKRD23,2220
ANKRD39,ANKRD39,2220
SEMA4C,SEMA4C,2220
FAM178B,FAM178B,2221
RNA5SP101,RNA5SP101,2221
TRIM43CP,TRIM43CP,2222
IGKV2OR2-1,IGKV2OR2-1,2222
IGKV2OR2-2,IGKV2OR2-2,2222
IGKV1OR2-3,IGKV1OR2-3,2222
GPAT2P2,GPAT2P2,2222
FAHD2B,FAHD2B,2222
RN7SL313P,RN7SL313P,2222
ANKRD36,ANKRD36,2222
IGKV1OR2-9,IGKV1OR2-9,2222
IGKV2OR2-10,IGKV2OR2-10,2222
IGKV2OR2-7D,IGKV2OR2-7D,2222
IGKV3OR2-5,IGKV3OR2-5,2222
IGKV1OR2-6,IGKV1OR2-6,2222
IGKV2OR2-7,IGKV2OR2-7,2222
IGKV2OR2-8,IGKV2OR2-8,2222
IGKV1OR2-11,IGKV1OR2-11,2222
APPAT,APPAT,2222
ANKRD36B,ANKRD36B,2222
UBTFL6,UBTFL6,2222
COX5B,COX5B,2222
ACTR1B,ACTR1B,2222
C2orf92,C2orf92,2222
RNU4-8P,RNU4-8P,2222
ZAP70,ZAP70,2222
TMEM131,TMEM131,2223
HMGN1P36,HMGN1P36,2223
RNU7-96P,RNU7-96P,2224
VWA3B,VWA3B,2225
ATP5F1BP1,ATP5F1BP1,2226
CNGA3,CNGA3,2227
INPP4A,INPP4A,2228
COA5,COA5,2229
UNC50,UNC50,2229
MGAT4A,MGAT4A,2229
YWHAQP5,YWHAQP5,2230
LINC02611,LINC02611,2230
RNU4-84P,RNU4-84P,2230
CRACDL,CRACDL,2230
RNU7-46P,RNU7-46P,2231
TSGA10,TSGA10,2232
SMC3P1,SMC3P1,2233
C2orf15,C2orf15,2233
LIPT1,LIPT1,2233
MITD1,MITD1,2233
MRPL30,MRPL30,2233
LYG2,LYG2,2234
LYG1,LYG1,2234
TXNDC9,TXNDC9,2234
EIF5B,EIF5B,2234
REV1,REV1,2235
AFF3,AFF3,2236
LINC01104,LINC01104,2240
LONRF2,LONRF2,2241
CYCSP7,CYCSP7,2242
CHST10,CHST10,2242
RALBP1P2,RALBP1P2,2242
NMS,NMS,2242
ARPP19P2,ARPP19P2,2243
PDCL3,PDCL3,2243
HMGN2P22,HMGN2P22,2243
LINC01849,LINC01849,2243
NANOGNBP1,NANOGNBP1,2244
LINC01868,LINC01868,2244
NPAS2,NPAS2,2245
NPAS2-AS1,NPAS2-AS1,2246
RPL31,RPL31,2246
TBC1D8,TBC1D8,2246
BBIP1P1,BBIP1P1,2247
TBC1D8-AS1,TBC1D8-AS1,2247
CNOT11,CNOT11,2248
RNF149,RNF149,2248
SNORD89,SNORD89,2248
MIR5696,MIR5696,2248
CREG2,CREG2,2249
RFX8,RFX8,2249
LINC01870,LINC01870,2250
RPS6P3,RPS6P3,2250
PRCPP1,PRCPP1,2250
MAP4K4,MAP4K4,2251
LINC01127,LINC01127,2253
IL1R2,IL1R2,2253
IL1R1,IL1R1,2254
IL1R1-AS1,IL1R1-AS1,2255
IL1RL2,IL1RL2,2255
FAM183DP,FAM183DP,2255
IL1RL1,IL1RL1,2256
IL18R1,IL18R1,2256
SDR42E1P5,SDR42E1P5,2256
IL18RAP,IL18RAP,2257
MIR4772,MIR4772,2257
SLC9A4,SLC9A4,2257
SLC9A2,SLC9A2,2258
MFSD9,MFSD9,2259
TMEM182,TMEM182,2259
LINC01796,LINC01796,2260
LINC01935,LINC01935,2260
CRLF3P1,CRLF3P1,2264
CAPZBP1,CAPZBP1,2265
LINC01965,LINC01965,2267
AHCYP3,AHCYP3,2271
LINC01831,LINC01831,2271
LINC01102,LINC01102,2271
LINC01103,LINC01103,2272
RPL23AP27,RPL23AP27,2273
LINC01114,LINC01114,2273
PANTR1,PANTR1,2274
HMGB3P11,HMGB3P11,2274
POU3F3,POU3F3,2274
LINC01159,LINC01159,2274
MRPS9-AS2,MRPS9-AS2,2275
MRPS9,MRPS9,2276
MRPS9-AS1,MRPS9-AS1,2276
LINC01918,LINC01918,2276
GPR45,GPR45,2277
TGFBRAP1,TGFBRAP1,2277
C2orf49-DT,C2orf49-DT,2278
C2orf49,C2orf49,2278
